amount,customerAvgAmount,transactionsLast10Min,transactionsLast24Hours,failedAttempts,accountAge,isNewDevice,isNewIp,previousFraudCount,paymentMethod,currency,isFraud,transactionId,customerId
121.54,102.73,0,1,0,98,0,1,0,UPI,EUR,0,TXN_102795,CUS_8536
59.34,82.7,0,1,0,61,0,0,0,CARD,INR,0,TXN_113978,CUS_2626
196.69,104.42,0,3,0,185,0,0,0,WALLET,INR,0,TXN_114244,CUS_9654
110.11,122.6,0,2,0,469,0,0,0,UPI,INR,0,TXN_101018,CUS_5490
65.88,62.69,0,2,0,365,0,0,0,CARD,USD,0,TXN_100374,CUS_9989
228.39,246.81,0,4,1,223,0,0,0,UPI,INR,0,TXN_103600,CUS_2564
130.39,80.72,0,1,0,1267,0,0,0,UPI,USD,0,TXN_101698,CUS_1397
560.71,529.38,0,2,0,55,0,1,0,UPI,INR,0,TXN_100866,CUS_3671
40.13,58.77,1,3,0,234,0,0,0,CARD,INR,0,TXN_112231,CUS_1233
77.98,88.24,0,1,0,38,0,0,0,UPI,INR,0,TXN_101271,CUS_4813
112.82,124.6,2,4,0,269,0,0,0,WALLET,USD,0,TXN_104534,CUS_7662
16.34,28.19,0,2,0,264,0,0,0,WALLET,INR,0,TXN_103502,CUS_9123
430.12,256.04,0,1,0,91,0,0,0,CARD,USD,0,TXN_110781,CUS_1185
63.35,82.94,0,1,0,1346,0,0,0,WALLET,USD,0,TXN_109790,CUS_2094
213.46,256.74,0,6,0,237,0,0,0,CARD,USD,0,TXN_105278,CUS_6969
143.25,364.99,0,1,0,43,0,1,0,UPI,INR,0,TXN_101196,CUS_1553
105.97,110.71,0,2,0,74,0,0,0,CARD,USD,0,TXN_106866,CUS_5320
328.4,191.31,1,2,0,234,0,0,0,UPI,INR,0,TXN_100785,CUS_3553
100.84,69.05,0,1,0,926,0,0,0,UPI,INR,0,TXN_100957,CUS_2419
230.12,204.04,0,2,0,349,0,0,0,CARD,INR,0,TXN_101737,CUS_2447
78.94,57.01,0,0,0,235,0,1,0,CARD,USD,0,TXN_101267,CUS_3982
424.63,477.86,1,2,0,125,1,0,0,CARD,INR,0,TXN_105330,CUS_6167
5.0,136.91,0,1,0,236,0,0,0,NET_BANKING,INR,0,TXN_114652,CUS_3843
27.81,48.43,1,5,0,43,0,0,0,CARD,INR,0,TXN_108470,CUS_6021
287.1,264.91,0,3,0,247,0,0,0,CARD,INR,0,TXN_113114,CUS_6981
68.82,52.87,1,3,0,237,0,0,0,UPI,USD,0,TXN_101899,CUS_5008
142.69,79.57,0,3,0,136,0,0,0,CARD,EUR,0,TXN_105972,CUS_9518
208.84,127.79,0,1,0,91,0,1,0,UPI,INR,0,TXN_100104,CUS_1784
76.83,67.66,0,2,1,40,0,0,0,CARD,INR,0,TXN_105991,CUS_1677
59.77,55.64,1,5,0,583,0,0,0,CARD,INR,0,TXN_109795,CUS_6909
55.85,75.78,0,1,0,57,0,1,0,UPI,INR,0,TXN_106209,CUS_3683
38.11,60.32,1,3,0,161,0,0,0,UPI,INR,0,TXN_111289,CUS_9776
200.33,166.55,1,3,0,33,0,0,0,UPI,USD,0,TXN_105168,CUS_5195
5.0,1000.05,0,4,1,43,0,0,0,UPI,INR,0,TXN_114358,CUS_4293
69.05,175.04,0,2,0,44,0,0,0,CARD,USD,0,TXN_110567,CUS_1623
310.7,399.31,0,1,1,107,0,0,0,CARD,EUR,0,TXN_102246,CUS_9065
395.95,425.62,0,2,0,38,0,0,0,CARD,INR,0,TXN_111909,CUS_5621
119.68,124.67,1,1,0,893,0,0,0,UPI,USD,0,TXN_103174,CUS_9347
86.76,99.72,0,3,0,382,1,0,0,CARD,INR,0,TXN_103009,CUS_5760
56.54,54.63,0,0,0,404,0,0,0,UPI,INR,0,TXN_112261,CUS_8358
126.39,108.38,1,3,1,47,0,0,0,CARD,USD,0,TXN_100084,CUS_9412
120.92,67.95,1,5,1,148,0,0,0,UPI,USD,0,TXN_100087,CUS_4325
107.37,57.06,0,2,0,69,0,0,0,CARD,INR,0,TXN_110124,CUS_2788
38.41,50.38,1,5,1,160,0,1,0,UPI,INR,0,TXN_110799,CUS_4559
169.65,123.11,0,1,0,41,0,1,0,CARD,INR,0,TXN_109859,CUS_8545
344.04,376.59,1,1,0,85,1,0,0,UPI,INR,0,TXN_101327,CUS_4037
58.02,87.47,1,4,0,337,1,0,0,CARD,INR,0,TXN_108502,CUS_6420
62.16,52.62,0,1,0,658,0,0,0,UPI,USD,0,TXN_111181,CUS_1241
55.24,142.07,0,3,0,97,0,1,0,WALLET,INR,0,TXN_113295,CUS_8353
35.2,56.09,0,0,0,57,0,0,0,CARD,USD,0,TXN_100420,CUS_7822
549.05,499.75,0,4,0,83,0,0,0,UPI,INR,0,TXN_101479,CUS_7501
104.25,73.05,0,2,0,273,0,0,0,NET_BANKING,INR,0,TXN_108860,CUS_9245
108.83,136.98,0,0,0,676,0,0,0,UPI,INR,0,TXN_107027,CUS_3571
41.58,59.52,0,2,0,413,0,0,0,CARD,USD,0,TXN_114953,CUS_8959
52.91,69.86,1,1,0,310,0,0,0,UPI,INR,0,TXN_108310,CUS_5769
98.15,67.54,1,3,0,558,0,0,0,UPI,INR,0,TXN_114996,CUS_4333
30.81,53.53,0,4,0,451,0,0,1,NET_BANKING,INR,0,TXN_108548,CUS_2222
96.95,101.41,0,5,0,346,0,0,1,UPI,INR,0,TXN_109029,CUS_7410
197.5,305.17,1,4,0,582,0,0,0,CARD,INR,0,TXN_111319,CUS_3104
33.54,38.81,0,2,1,326,1,0,0,UPI,INR,0,TXN_110078,CUS_3685
84.55,104.02,1,4,0,45,0,0,0,NET_BANKING,INR,0,TXN_106244,CUS_8599
132.22,123.34,2,2,0,140,0,0,0,CARD,USD,0,TXN_102421,CUS_3919
253.26,272.62,1,1,0,499,0,0,0,UPI,INR,0,TXN_106569,CUS_7627
63.34,73.13,1,4,0,269,0,0,0,CARD,USD,0,TXN_113578,CUS_3230
125.55,180.34,0,3,0,86,0,0,0,CARD,INR,0,TXN_108022,CUS_1249
7.91,68.78,0,2,0,155,0,0,0,NET_BANKING,INR,0,TXN_108220,CUS_6179
75.55,113.27,2,5,0,579,0,0,0,UPI,INR,0,TXN_114153,CUS_1734
64.17,60.09,0,3,0,216,0,0,0,CARD,INR,0,TXN_113132,CUS_4238
295.54,275.8,0,3,0,152,0,0,0,CARD,EUR,0,TXN_113688,CUS_4697
102.89,134.46,0,2,0,281,0,0,0,CARD,INR,0,TXN_103456,CUS_9086
137.82,132.58,0,1,0,196,0,0,0,UPI,USD,0,TXN_113366,CUS_1099
84.42,61.82,0,2,0,383,0,0,0,WALLET,USD,0,TXN_113481,CUS_4687
351.04,251.06,0,3,0,151,0,0,0,CARD,USD,0,TXN_113013,CUS_5568
375.98,230.25,0,1,0,138,0,0,0,CARD,USD,0,TXN_109398,CUS_6158
59.48,53.54,0,4,0,289,0,0,0,CARD,INR,0,TXN_106369,CUS_8664
52.32,35.13,0,4,0,186,0,0,0,CARD,INR,0,TXN_110104,CUS_3983
110.79,112.97,0,0,1,248,0,0,0,UPI,INR,0,TXN_111818,CUS_8014
159.06,140.42,0,5,0,237,0,1,0,UPI,INR,0,TXN_103889,CUS_2655
185.93,112.72,1,2,0,79,1,0,0,CARD,USD,0,TXN_111503,CUS_4604
14.8,21.91,2,3,0,218,0,0,0,NET_BANKING,INR,0,TXN_100413,CUS_3452
52.95,45.6,0,3,0,238,0,0,0,CARD,INR,0,TXN_100031,CUS_5994
48.39,67.79,0,1,0,347,0,1,0,WALLET,INR,0,TXN_104324,CUS_7085
126.5,135.05,0,0,0,125,0,0,0,CARD,INR,0,TXN_112070,CUS_5426
273.02,188.92,0,0,1,318,0,0,0,UPI,INR,0,TXN_104977,CUS_7662
85.94,62.08,1,6,0,155,0,0,1,NET_BANKING,INR,0,TXN_106535,CUS_4299
202.34,348.22,0,4,0,505,0,0,0,CARD,INR,0,TXN_110599,CUS_6250
166.21,133.6,0,5,0,34,0,0,0,UPI,EUR,0,TXN_109098,CUS_6627
52.68,56.14,2,3,0,309,0,0,0,CARD,USD,0,TXN_102400,CUS_8884
104.91,119.12,0,3,0,65,0,0,0,UPI,USD,0,TXN_107035,CUS_2044
213.08,186.32,1,2,1,40,0,1,0,UPI,USD,0,TXN_100173,CUS_5127
156.34,176.56,1,2,0,661,0,0,0,NET_BANKING,INR,0,TXN_114302,CUS_7056
206.2,144.98,0,3,0,707,0,0,0,CARD,EUR,0,TXN_111337,CUS_4466
40.26,55.38,1,2,0,313,0,0,0,UPI,INR,0,TXN_101970,CUS_2273
25.84,49.26,0,1,0,63,0,0,0,WALLET,USD,0,TXN_101819,CUS_5137
3649.56,409.29,6,16,2,106,0,1,1,CARD,USD,1,TXN_114245,CUS_9238
182.11,171.56,1,2,0,446,0,0,0,CARD,USD,0,TXN_106210,CUS_9842
66.45,70.56,2,5,0,37,0,0,0,UPI,INR,0,TXN_101372,CUS_7496
113.84,139.96,0,3,0,530,0,0,0,UPI,USD,0,TXN_103774,CUS_1011
33.63,47.76,0,3,0,317,1,0,0,CARD,INR,0,TXN_109348,CUS_7190
120.87,163.21,0,1,1,253,0,0,0,CARD,EUR,0,TXN_108342,CUS_7371
333.22,360.17,0,1,0,45,0,0,0,NET_BANKING,INR,0,TXN_103281,CUS_5535
75.02,121.81,0,2,1,104,0,0,0,UPI,EUR,0,TXN_103226,CUS_7026
87.68,70.61,0,5,0,455,0,1,0,CARD,INR,0,TXN_103275,CUS_8836
280.99,251.67,0,0,0,103,0,0,0,CARD,INR,0,TXN_111101,CUS_6803
183.02,119.39,2,5,0,638,0,0,0,UPI,USD,0,TXN_103714,CUS_3143
153.89,106.09,0,5,0,415,0,0,0,UPI,INR,0,TXN_109480,CUS_9961
64.96,89.38,0,2,0,436,0,0,0,CARD,USD,0,TXN_114210,CUS_5046
269.83,293.27,1,3,0,32,1,0,0,CARD,USD,0,TXN_110314,CUS_7121
202.34,253.92,2,4,1,100,0,0,0,CARD,INR,0,TXN_113247,CUS_9948
20.47,163.43,0,4,0,321,0,0,0,CARD,INR,0,TXN_108360,CUS_4403
33.59,40.9,0,1,1,713,0,0,0,CARD,INR,0,TXN_112344,CUS_7116
85.34,122.23,2,6,0,410,0,0,0,UPI,USD,0,TXN_105606,CUS_4256
90.38,72.0,0,2,0,58,0,0,0,NET_BANKING,EUR,0,TXN_113601,CUS_9870
106.02,189.21,0,0,0,548,0,0,0,CARD,USD,0,TXN_111443,CUS_6949
47.65,61.35,0,2,0,172,0,0,0,CARD,USD,0,TXN_109350,CUS_2630
42.24,37.22,2,4,0,138,0,0,0,CARD,INR,0,TXN_111615,CUS_5385
61.07,232.32,0,1,0,1136,0,0,0,CARD,INR,0,TXN_100221,CUS_3970
87.24,123.05,1,3,1,81,0,0,0,UPI,INR,0,TXN_107219,CUS_6151
65.47,52.96,0,7,0,377,0,0,0,CARD,USD,0,TXN_113793,CUS_5978
130.96,151.13,0,2,0,98,0,0,0,CARD,INR,0,TXN_105625,CUS_8939
43.49,30.13,0,2,0,132,0,0,0,WALLET,INR,0,TXN_111281,CUS_4337
789.51,156.52,1,10,2,5,1,1,2,CARD,EUR,1,TXN_101663,CUS_6510
15.72,30.91,0,2,0,82,0,1,0,WALLET,USD,0,TXN_101856,CUS_6164
75.26,93.35,2,3,1,116,0,0,0,CARD,USD,0,TXN_112712,CUS_4506
56.55,52.66,0,3,0,42,0,0,0,CARD,INR,0,TXN_103497,CUS_8142
362.84,261.62,0,3,1,542,0,0,0,NET_BANKING,EUR,0,TXN_103730,CUS_1845
322.18,243.69,1,2,0,171,0,0,0,UPI,USD,0,TXN_112533,CUS_4276
136.3,155.43,0,1,0,111,1,1,0,UPI,INR,0,TXN_104527,CUS_3808
42.37,36.74,1,3,0,72,0,0,0,CARD,USD,0,TXN_110052,CUS_5135
136.49,121.83,1,4,0,246,0,0,0,CARD,INR,0,TXN_112291,CUS_3606
69.81,45.1,0,1,0,781,0,0,0,UPI,INR,0,TXN_109548,CUS_8025
143.84,98.53,0,1,0,31,0,0,0,UPI,INR,0,TXN_100574,CUS_1185
8.76,42.53,1,4,0,137,0,0,0,CARD,USD,0,TXN_103629,CUS_8992
71.69,61.5,1,3,0,79,0,0,0,CARD,INR,0,TXN_109866,CUS_1753
237.54,232.72,0,4,0,201,0,0,0,UPI,USD,0,TXN_108322,CUS_8562
123.66,117.74,0,2,0,105,0,0,0,CARD,USD,0,TXN_107681,CUS_2091
116.83,122.67,0,1,0,47,0,0,0,WALLET,USD,0,TXN_109352,CUS_8918
74.91,63.08,0,5,0,83,0,0,0,WALLET,USD,0,TXN_104143,CUS_2443
575.29,75.75,7,9,0,44,1,1,0,CARD,INR,1,TXN_101089,CUS_1063
145.39,145.02,0,0,0,378,0,0,0,CARD,EUR,0,TXN_101193,CUS_5089
148.11,137.04,0,2,0,123,0,0,0,CARD,INR,0,TXN_102065,CUS_7404
83.37,73.77,0,5,0,344,0,0,0,UPI,USD,0,TXN_106166,CUS_9654
238.8,188.03,0,3,0,476,0,0,0,CARD,INR,0,TXN_110329,CUS_4972
89.39,105.49,1,1,1,641,0,1,0,UPI,INR,0,TXN_104529,CUS_2405
611.54,462.76,0,3,0,561,1,0,0,UPI,INR,0,TXN_111920,CUS_3266
114.43,68.12,0,0,1,39,0,0,0,CARD,USD,0,TXN_101086,CUS_1444
348.94,184.88,0,1,0,86,0,0,0,UPI,INR,0,TXN_113924,CUS_6692
52.65,50.97,0,1,0,77,0,0,0,CARD,USD,0,TXN_109709,CUS_6709
327.66,334.25,1,2,0,298,0,0,0,UPI,USD,0,TXN_111422,CUS_3941
42.46,46.36,1,8,0,179,1,0,0,CARD,INR,0,TXN_114917,CUS_1340
69.52,42.16,0,5,0,628,0,0,0,UPI,USD,0,TXN_110181,CUS_2541
56.32,53.42,0,1,1,171,0,0,0,UPI,USD,0,TXN_104022,CUS_2685
239.62,181.17,0,2,0,127,1,0,0,CARD,EUR,0,TXN_114999,CUS_3187
77.57,65.43,0,3,0,78,0,0,0,WALLET,USD,0,TXN_100181,CUS_5259
379.61,268.28,0,2,0,405,0,0,0,UPI,INR,0,TXN_111321,CUS_3973
377.35,325.99,0,4,0,60,0,1,0,UPI,INR,0,TXN_106919,CUS_6799
135.99,115.99,1,4,0,595,0,0,0,CARD,INR,0,TXN_108664,CUS_4588
77.21,86.1,0,2,1,1135,0,0,0,UPI,USD,0,TXN_113976,CUS_8402
67.39,67.28,0,3,0,103,0,0,0,UPI,USD,0,TXN_102230,CUS_8013
408.89,456.42,1,4,0,358,1,0,0,NET_BANKING,INR,0,TXN_103003,CUS_6407
71.38,71.76,1,2,0,363,0,0,0,UPI,USD,0,TXN_110994,CUS_9313
100.02,108.02,0,1,0,134,0,0,0,CARD,USD,0,TXN_109721,CUS_8165
112.37,69.65,0,3,0,40,0,0,0,UPI,INR,0,TXN_113211,CUS_1861
121.0,130.8,0,3,0,65,0,0,0,CARD,INR,0,TXN_113543,CUS_2414
72.51,57.01,1,2,0,124,0,0,0,CARD,INR,0,TXN_114077,CUS_2771
62.35,55.73,0,2,0,67,0,0,0,UPI,INR,0,TXN_103012,CUS_7454
61.7,65.68,0,2,0,39,0,0,0,UPI,USD,0,TXN_103728,CUS_3451
642.96,75.93,3,13,2,46,1,1,2,WALLET,USD,1,TXN_113145,CUS_4757
80.14,61.37,0,1,0,728,0,0,0,UPI,INR,0,TXN_100425,CUS_1174
72.34,146.76,0,3,0,116,0,0,0,WALLET,EUR,0,TXN_108895,CUS_8637
138.56,115.1,1,4,1,394,0,0,0,CARD,INR,0,TXN_105500,CUS_8520
85.1,92.21,0,3,0,75,0,0,0,CARD,USD,0,TXN_108134,CUS_4515
81.11,103.37,1,2,0,36,0,0,0,WALLET,INR,0,TXN_113305,CUS_2742
80.35,87.36,1,4,0,113,1,0,0,CARD,EUR,0,TXN_112066,CUS_6102
36.7,40.77,0,4,0,511,0,0,0,WALLET,INR,0,TXN_108511,CUS_3603
47.78,51.17,2,3,0,337,0,0,0,UPI,INR,0,TXN_102728,CUS_6014
114.0,89.09,1,6,1,80,0,1,0,WALLET,INR,0,TXN_104644,CUS_3984
242.31,174.56,1,3,0,52,0,0,0,NET_BANKING,INR,0,TXN_113705,CUS_4004
225.72,296.56,1,1,0,185,0,0,0,CARD,USD,0,TXN_107486,CUS_6091
97.78,75.23,0,1,1,75,0,0,0,CARD,USD,0,TXN_112394,CUS_6206
38.28,79.35,0,2,0,137,0,0,0,WALLET,USD,0,TXN_108099,CUS_7654
41.09,47.1,0,1,0,205,0,0,0,CARD,INR,0,TXN_109142,CUS_5296
348.55,238.33,0,2,0,490,0,0,0,CARD,USD,0,TXN_100902,CUS_7783
90.57,109.36,0,1,0,62,1,0,0,CARD,INR,0,TXN_108600,CUS_4540
125.03,169.65,0,5,1,52,0,0,0,CARD,USD,0,TXN_111014,CUS_9972
33.34,29.2,2,6,0,44,0,0,0,UPI,INR,0,TXN_112260,CUS_7019
67.03,52.4,1,5,0,196,0,1,0,CARD,USD,0,TXN_113612,CUS_9337
417.06,238.01,0,0,0,92,0,0,0,CARD,USD,0,TXN_106996,CUS_3087
28.11,90.27,0,1,0,271,0,0,0,UPI,INR,0,TXN_106012,CUS_5968
13.41,41.91,0,2,0,391,0,0,0,CARD,INR,0,TXN_104796,CUS_5016
275.72,145.23,0,1,1,79,0,0,0,CARD,INR,0,TXN_109647,CUS_5679
64.04,55.16,1,3,1,205,0,1,0,CARD,USD,0,TXN_101504,CUS_2532
2261.73,169.65,7,7,1,164,1,1,1,UPI,USD,1,TXN_109184,CUS_7379
21.25,67.05,0,2,0,1420,0,0,0,CARD,INR,0,TXN_107165,CUS_2656
96.71,58.1,0,3,0,184,1,0,0,CARD,INR,0,TXN_111039,CUS_3581
603.81,109.0,3,8,1,19,1,1,1,CARD,USD,1,TXN_100265,CUS_8269
21.16,31.79,1,4,0,59,0,0,0,WALLET,INR,0,TXN_106132,CUS_6730
45.98,31.98,1,3,0,265,0,0,0,CARD,EUR,0,TXN_103596,CUS_5339
33.4,26.57,0,2,0,301,0,0,0,WALLET,INR,0,TXN_110220,CUS_1739
57.37,55.53,0,1,2,587,0,0,0,CARD,INR,0,TXN_101367,CUS_3564
109.58,96.86,0,0,0,456,0,0,0,UPI,INR,0,TXN_113107,CUS_1752
891.84,620.02,0,5,0,219,0,0,0,UPI,INR,0,TXN_101322,CUS_8009
154.46,124.09,0,5,1,81,0,0,0,UPI,INR,0,TXN_109012,CUS_6822
41.29,47.25,0,2,0,156,0,0,0,UPI,INR,0,TXN_109270,CUS_2116
465.8,53.1,5,11,1,66,1,0,0,CARD,EUR,1,TXN_111198,CUS_9425
162.08,105.17,0,2,0,130,0,1,0,CARD,INR,0,TXN_113609,CUS_5750
33.93,43.52,0,2,0,56,0,0,0,UPI,INR,0,TXN_112478,CUS_7511
282.27,205.1,0,2,0,59,0,0,0,CARD,INR,0,TXN_113994,CUS_9003
148.26,159.15,1,7,1,524,0,0,0,CARD,INR,0,TXN_100092,CUS_1012
49.78,31.38,0,3,1,365,0,0,0,CARD,INR,0,TXN_111630,CUS_7599
274.85,198.97,1,2,0,304,0,0,0,CARD,INR,0,TXN_106366,CUS_1598
83.14,73.89,0,2,0,232,0,0,0,CARD,USD,0,TXN_109632,CUS_6088
251.8,181.03,1,1,0,375,0,0,0,CARD,INR,0,TXN_100895,CUS_7172
61.02,162.58,1,5,1,90,0,0,0,UPI,INR,0,TXN_103947,CUS_7895
173.1,180.94,1,6,0,229,0,0,0,WALLET,EUR,0,TXN_104055,CUS_6529
46.36,65.31,0,2,0,1223,0,0,0,CARD,EUR,0,TXN_109213,CUS_4625
268.94,188.3,0,1,0,287,0,0,0,UPI,USD,0,TXN_111590,CUS_4122
291.93,288.1,1,1,0,508,0,0,0,UPI,USD,0,TXN_109191,CUS_3496
19.28,135.47,0,2,0,400,0,0,0,CARD,USD,0,TXN_105231,CUS_7597
298.95,190.29,1,1,0,32,0,0,0,CARD,USD,0,TXN_113240,CUS_9962
19.08,30.97,1,3,0,262,0,0,0,CARD,USD,0,TXN_113374,CUS_5619
68.53,59.37,0,1,0,214,0,0,0,WALLET,INR,0,TXN_104596,CUS_9329
186.34,221.78,1,1,0,162,0,0,0,UPI,INR,0,TXN_104711,CUS_2275
692.4,51.96,8,13,7,26,1,1,1,CARD,USD,1,TXN_113284,CUS_9688
25.3,44.55,0,2,0,55,0,0,0,NET_BANKING,EUR,0,TXN_111036,CUS_4237
76.72,76.03,0,2,0,39,0,0,0,CARD,INR,0,TXN_102991,CUS_6638
76.27,51.2,0,1,0,798,0,0,0,UPI,USD,0,TXN_110697,CUS_2404
95.22,121.7,0,1,0,477,0,0,0,UPI,EUR,0,TXN_113630,CUS_6872
38.53,51.5,1,2,0,409,0,0,0,UPI,USD,0,TXN_112672,CUS_3406
63.52,65.96,1,3,0,127,0,0,0,CARD,USD,0,TXN_103303,CUS_6156
56.23,37.2,0,1,0,30,0,0,0,UPI,INR,0,TXN_100569,CUS_9415
26.97,32.97,0,4,1,861,0,0,0,UPI,INR,0,TXN_111683,CUS_1871
58.48,66.29,1,5,0,179,0,1,0,CARD,USD,0,TXN_107185,CUS_2609
102.25,92.6,2,2,0,38,1,0,0,UPI,INR,0,TXN_102951,CUS_4771
5.0,115.11,0,1,0,181,0,0,0,CARD,INR,0,TXN_111798,CUS_5953
64.42,56.41,0,2,0,704,0,0,0,CARD,INR,0,TXN_110426,CUS_4966
34.93,57.34,0,4,0,77,0,0,0,CARD,INR,0,TXN_106837,CUS_7205
58.77,49.05,0,1,0,643,0,0,0,WALLET,INR,0,TXN_100338,CUS_9711
64.17,53.41,0,1,0,455,0,1,1,UPI,INR,0,TXN_110427,CUS_8029
54.29,56.62,1,5,0,52,0,0,0,CARD,USD,0,TXN_113936,CUS_5323
59.61,51.71,1,4,1,410,0,0,0,NET_BANKING,INR,0,TXN_111052,CUS_3120
85.02,79.46,0,2,0,1493,0,1,0,WALLET,INR,0,TXN_106415,CUS_2490
34.58,43.89,0,5,0,269,0,0,0,CARD,INR,0,TXN_109144,CUS_1739
361.64,241.9,0,2,0,933,0,0,0,CARD,INR,0,TXN_111815,CUS_4690
81.82,130.18,0,0,0,251,1,0,0,CARD,INR,0,TXN_100438,CUS_5484
215.81,179.73,0,1,1,1023,0,0,0,UPI,USD,0,TXN_100138,CUS_3156
188.61,206.61,0,1,0,167,1,0,0,CARD,INR,0,TXN_101938,CUS_3600
79.95,58.48,1,4,0,191,0,0,0,CARD,USD,0,TXN_111019,CUS_5657
27.08,40.93,1,3,0,89,0,0,0,CARD,USD,0,TXN_107151,CUS_3812
89.24,87.1,1,4,0,687,0,0,0,CARD,USD,0,TXN_100193,CUS_1221
164.5,203.2,1,4,1,602,0,0,0,CARD,INR,0,TXN_109443,CUS_8626
93.13,105.61,1,1,0,73,0,0,0,CARD,INR,0,TXN_104910,CUS_8063
100.79,114.23,1,1,0,630,0,0,0,UPI,USD,0,TXN_113800,CUS_4366
137.42,81.39,2,3,0,272,0,0,0,CARD,INR,0,TXN_105304,CUS_8638
64.02,65.49,1,1,0,91,0,0,0,CARD,INR,0,TXN_101679,CUS_4348
168.67,147.74,1,3,0,63,0,0,0,CARD,INR,0,TXN_101094,CUS_6583
144.71,175.04,0,1,0,717,0,0,0,UPI,INR,0,TXN_108764,CUS_5946
65.09,46.63,0,2,0,50,0,0,0,CARD,USD,0,TXN_104178,CUS_4503
289.84,281.27,0,1,0,35,1,0,0,CARD,INR,0,TXN_109114,CUS_3637
133.97,80.74,0,1,0,1225,0,0,0,CARD,INR,0,TXN_100519,CUS_4874
55.92,44.79,0,3,0,213,0,0,0,UPI,INR,0,TXN_108021,CUS_6590
121.48,205.2,0,1,0,43,0,0,0,UPI,INR,0,TXN_100539,CUS_2643
13.6,51.47,1,4,0,83,0,1,0,UPI,INR,0,TXN_100371,CUS_3992
36.66,63.16,0,2,0,175,0,0,0,CARD,INR,0,TXN_103192,CUS_7341
53.52,75.13,0,1,0,142,0,0,0,CARD,INR,0,TXN_105942,CUS_1398
35.24,41.7,0,4,0,31,0,0,0,CARD,INR,0,TXN_107890,CUS_8266
134.06,99.23,0,0,0,268,0,1,0,CARD,INR,0,TXN_106965,CUS_9205
20.43,50.87,1,2,0,132,0,0,0,UPI,USD,0,TXN_110944,CUS_9580
108.89,84.45,0,0,0,377,0,1,0,CARD,INR,0,TXN_102645,CUS_3166
66.98,101.72,0,1,0,350,0,0,0,CARD,INR,0,TXN_105586,CUS_3064
52.16,33.61,1,2,0,231,0,0,0,CARD,INR,0,TXN_113805,CUS_8212
193.48,191.45,0,1,0,246,0,1,0,UPI,INR,0,TXN_104367,CUS_3338
52.86,56.08,0,0,1,78,0,0,0,NET_BANKING,USD,0,TXN_102170,CUS_3039
94.3,136.93,1,2,1,173,0,0,0,UPI,USD,0,TXN_113319,CUS_4612
305.62,194.66,0,1,0,532,0,0,0,CARD,INR,0,TXN_102413,CUS_2056
89.51,124.22,0,1,0,223,0,0,0,NET_BANKING,USD,0,TXN_112057,CUS_1542
88.32,156.95,1,4,0,139,0,1,0,CARD,INR,0,TXN_114668,CUS_8843
378.98,384.87,1,4,0,139,0,0,0,CARD,INR,0,TXN_102826,CUS_2137
137.03,178.83,0,4,0,82,0,0,0,UPI,INR,0,TXN_105918,CUS_7751
125.88,127.33,2,5,0,108,0,0,0,CARD,INR,0,TXN_112746,CUS_3101
34.2,36.03,0,1,0,266,0,0,0,CARD,INR,0,TXN_101195,CUS_8351
352.6,446.16,0,1,0,606,0,0,0,UPI,EUR,0,TXN_102802,CUS_5007
46.52,60.68,0,0,2,306,0,0,0,CARD,INR,0,TXN_113163,CUS_5047
20.06,28.15,0,0,0,251,0,0,0,CARD,INR,0,TXN_114058,CUS_7479
53.05,55.9,0,4,0,56,0,0,0,WALLET,INR,0,TXN_103403,CUS_6129
151.64,196.25,0,1,0,148,1,1,0,CARD,INR,0,TXN_104119,CUS_2272
283.1,342.92,0,2,1,419,0,0,0,CARD,USD,0,TXN_104675,CUS_6234
52.97,53.58,1,3,0,146,0,0,0,UPI,INR,0,TXN_109851,CUS_2048
308.0,199.3,1,2,0,71,1,0,0,UPI,USD,0,TXN_112593,CUS_9384
31.66,25.72,0,0,0,204,0,0,0,UPI,EUR,0,TXN_103190,CUS_7176
193.86,120.0,0,6,0,106,0,0,0,CARD,EUR,0,TXN_110696,CUS_7954
51.45,74.7,0,1,0,356,0,0,0,CARD,EUR,0,TXN_110372,CUS_9633
111.84,94.95,0,1,0,71,0,0,0,CARD,USD,0,TXN_114925,CUS_8884
159.77,201.42,0,2,1,679,0,0,0,CARD,EUR,0,TXN_100439,CUS_3757
282.21,158.56,0,4,0,257,0,0,0,WALLET,USD,0,TXN_110910,CUS_3897
81.67,78.28,0,2,0,150,0,0,0,CARD,INR,0,TXN_104612,CUS_2765
51.26,67.09,0,2,0,53,0,0,0,CARD,USD,0,TXN_111522,CUS_7730
32.9,51.46,0,4,0,257,0,1,1,UPI,INR,0,TXN_110886,CUS_5647
96.34,73.11,0,5,0,114,0,0,0,CARD,USD,0,TXN_111915,CUS_1766
31.35,68.62,1,4,0,500,0,1,0,CARD,USD,0,TXN_107382,CUS_6655
5.0,36.97,0,3,0,583,0,0,0,CARD,INR,0,TXN_112556,CUS_1803
80.61,80.76,1,4,0,35,0,1,0,CARD,INR,0,TXN_112371,CUS_1692
117.99,117.55,0,3,0,446,0,0,0,CARD,EUR,0,TXN_113559,CUS_1042
32.0,40.71,0,2,0,810,1,1,0,CARD,INR,0,TXN_114337,CUS_2517
36.6,32.26,1,3,1,270,0,0,0,CARD,USD,0,TXN_112935,CUS_2890
151.47,160.07,0,2,0,118,0,0,0,CARD,INR,0,TXN_114266,CUS_3855
